1,0.494272479268791,0.827701565915907,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.127080997721505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0592820395039819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0931705894815467,0.347378350253576,0.765545177036357,NaN,NaN,NaN,NaN,NaN,NaN
1,0.621461404910129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.449071405716507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.245707267750692,0.799439168583875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.426468108673018,0.935048025724975,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0310360864564223,0.920925338661587,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.353026439675197,0.717511790080084,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.110125897995773,0.985919680571223,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.307841729888659,0.793791094991322,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0649301600045664,0.211813307560934,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.290983027490604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.158147935058581,0.398216653378166,0.531012545142632,0.833349642613689,NaN,NaN,NaN,NaN,NaN
1,0.217461370012513,0.638411169949055,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0140802987826318,0.621461404910129,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.516863975097576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0451593578128235,0.785316224497598,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.206165209088027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.330434072662562,0.485797637297184,0.652534120091657,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0818743961957563,0.302193622403644,0.587545560117613,NaN,NaN,NaN,NaN,NaN,NaN
1,0.110125897995773,0.13837717329191,0.550808325879833,NaN,NaN,NaN,NaN,NaN,NaN
1,0.192042237821826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.279601280538933,0.474496052776441,0.878545275508115,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0705782264571267,0.361501301579302,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.231584313214514,0.531012545142632,0.949170982803513,NaN,NaN,NaN,NaN,NaN,NaN
1,0.898321769064172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.076226316853682,0.144025321366109,0.463194352544289,0.841824507309401,NaN,NaN,NaN,NaN,NaN
1,0.341730266120956,0.426468108673018,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.319137860563292,0.663841221827154,0.855947451842631,0.985919680571223,NaN,NaN,NaN,NaN,NaN
1,0.0366841960042436,0.776841176926778,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.754249006281261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.403864743774721,0.587545560117613,0.909623409539627,NaN,NaN,NaN,NaN,NaN,NaN
1,0.132729084992815,0.285249347003661,0.940696144187254,NaN,NaN,NaN,NaN,NaN,NaN
1,0.567763011519277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.1666230941776,0.443423319472984,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.82205404575283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.257003447727784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.375624276609194,0.810746593792872,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.963304854571646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.231584313214514,0.69209263646078,0.985919680571223,NaN,NaN,NaN,NaN,NaN,NaN
1,0.251355355022001,0.474496052776441,0.709036916900519,NaN,NaN,NaN,NaN,NaN,NaN
1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.271126416781022,0.454719493501706,0.86442232456919,0.887020140717417,NaN,NaN,NaN,NaN,NaN
1,0.192042237821826,0.409512900588419,0.742941249459322,NaN,NaN,NaN,NaN,NaN,NaN
1,0.262651688901393,0.717511790080084,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.567763011519277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.810746593792872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.183567376107605,0.313489810334742,0.579070692074505,0.86442232456919,NaN,NaN,NaN,NaN,NaN
1,0.0140802987826318,0.556455818375225,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0451593578128235,0.463194352544289,0.731634153173778,0.99717451824045,NaN,NaN,NaN,NaN,NaN
1,0.296545542867992,0.646886030533316,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.158147935058581,0.369976177430923,0.607327562730679,NaN,NaN,NaN,NaN,NaN,NaN
1,0.381272370987579,0.485797637297184,0.686444543001811,NaN,NaN,NaN,NaN,NaN,NaN
1,0.607327562730679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0253886793028326,0.499920580934417,0.75989709130642,NaN,NaN,NaN,NaN,NaN,NaN
1,0.725986646722406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.680796450077677,0.742941249459322,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.531012545142632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.437775232715568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.324785985905146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.386920459800566,0.511216766440058,0.850301384373722,NaN,NaN,NaN,NaN,NaN,NaN
1,0.963304854571646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.12136722939984,0.567763011519277,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.810746593792872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.392568557863626,0.663841221827154,0.909623409539627,NaN,NaN,NaN,NaN,NaN,NaN
1,0.505568746434904,0.771193261738827,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.087522504778771,0.596020444340947,0.963304854571646,NaN,NaN,NaN,NaN,NaN,NaN
1,0.271126416781022,0.887020140717417,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.200589514366866,0.638411169949055,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.172271141059239,0.872897187722915,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.703388826503962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.240059173284882,0.67514833563679,0.949170982803513,NaN,NaN,NaN,NaN,NaN,NaN
1,0.697740726857332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.629936317625149,0.929400212982837,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0536342508729311,0.607327562730679,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.223109448197417,0.742941249459322,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.178176012616771,0.361501301579302,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.33608216764947,0.898321769064172,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0140802987826318,0.920925338661587,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.149658868672207,0.531012545142632,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.545161115187688,0.663841221827154,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.00279831366570041,0.426468108673018,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.110125897995773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.785316224497598,0.841824507309401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0988186885143974,0.415160835893881,0.974578759656857,NaN,NaN,NaN,NaN,NaN,NaN
